,comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating
114,-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106479,2,,,,,,188,,,,,12805,2022-10-06 18:01:02,100.0
115,-1,-1,100,100,1:31,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106328,1,,,,,,37,,,,,12805,2022-10-06 18:02:34,95.83333333333333
116,The zodiac sign and the theme are not clearly addressed,-1,100,100,2:32,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106333,1,,,,,,42,,,,,12805,2022-10-06 18:05:07,91.66666666666667
117,-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106375,3,,,,,,84,,,,,12805,2022-10-06 18:06:14,95.83333333333333
118,-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106507,2,,,,,,216,,,,,12805,2022-10-06 18:06:59,98.33333333333333
119,-1,-1,100,75,6:10,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106314,1,,,,,,23,,,,,12807,2022-10-06 18:36:46,95.83333333333333
120,-1,-1,100,100,8:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106453,2,,,,,,162,,,,,12807,2022-10-06 18:45:10,100.0
121,-1,-1,100,100,3:36,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106369,3,,,,,,78,,,,,12807,2022-10-06 18:48:48,95.83333333333333
122,-1,-1,100,100,9:49,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106376,3,,,,,,85,,,,,12807,2022-10-06 18:58:39,87.5
123,-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106475,2,,,,,,184,,,,,12805,2022-10-06 19:01:52,100.0
124,-1,-1,100,100,2:58,0,-1,-1,-1,-1,-1,-1,-1,75,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106438,3,,,,,,147,,,,,12805,2022-10-06 19:04:52,92.5
125,-1,-1,100,100,4:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106350,1,,,,,,59,,,,,12805,2022-10-06 19:09:12,100.0
126,Only the last part of the horoscope deals with the theme,-1,100,100,1:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106408,3,,,,,,117,,,,,12805,2022-10-06 19:10:49,100.0
127,-1,-1,100,100,14:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106509,2,,,,,,218,,,,,12807,2022-10-06 19:12:48,100.0
128,-1,-1,100,100,3:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106351,1,,,,,,60,,,,,12805,2022-10-06 19:14:35,100.0
129,-1,-1,100,100,1:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106476,2,,,,,,185,,,,,12805,2022-10-06 19:15:48,100.0
130,-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12805,2022-10-06 19:17:33,100.0
131,-1,-1,100,100,1:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106401,3,,,,,,110,,,,,12805,2022-10-06 19:18:52,100.0
132,-1,-1,100,100,2:17,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106341,1,,,,,,50,,,,,12805,2022-10-06 19:21:11,95.83333333333333
133,-1,-1,100,100,8:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106341,1,,,,,,50,,,,,12807,2022-10-06 19:21:25,100.0
134,-1,-1,100,100,4:15,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106331,1,,,,,,40,,,,,12805,2022-10-06 19:25:27,87.5
135,-1,-1,100,100,10:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106463,2,,,,,,172,,,,,12807,2022-10-06 19:32:11,100.0
136,-1,-1,100,100,7:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106382,3,,,,,,91,,,,,12805,2022-10-06 19:32:43,100.0
137,-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106513,2,,,,,,222,,,,,12805,2022-10-06 19:34:26,100.0
138,-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106498,2,,,,,,207,,,,,12805,2022-10-06 19:35:05,100.0
139,-1,-1,100,100,8:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106405,3,,,,,,114,,,,,12807,2022-10-06 19:41:02,100.0
140,-1,-1,100,100,16:12,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106298,1,,,,,,7,,,,,12807,2022-10-06 19:57:16,95.83333333333333
141,Only one paragraph (out of three) deals with the theme,-1,100,100,3:21,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106299,1,,,,,,8,,,,,12805,2022-10-06 20:05:13,95.83333333333333
142,-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106414,3,,,,,,123,,,,,12805,2022-10-06 20:06:11,95.83333333333333
143,-1,-1,100,100,2:44,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12805,2022-10-06 20:08:57,87.5
144,-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106488,2,,,,,,197,,,,,12805,2022-10-06 20:09:32,95.83333333333333
145,-1,-1,100,75,4:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12807,2022-10-06 20:10:31,95.83333333333333
146,-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106323,1,,,,,,32,,,,,12805,2022-10-06 20:11:25,83.33333333333333
147,-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106450,2,,,,,,159,,,,,12805,2022-10-06 20:12:03,100.0
148,Unrealistic predictions made: &quot;You&#039;ll meet a lot of people... hundreds of them will have an opinion about your worth&quot,-1,100,100,2:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106423,3,,,,,,132,,,,,12805,2022-10-06 20:14:58,100.0
149,-1,-1,100,100,1:51,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106335,1,,,,,,44,,,,,12805,2022-10-06 20:16:50,87.5
150,-1,-1,100,100,0:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106397,3,,,,,,106,,,,,12805,2022-10-06 20:17:45,100.0
151,-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106360,1,,,,,,69,,,,,12805,2022-10-06 20:18:44,100.0
152,-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106473,2,,,,,,182,,,,,12805,2022-10-06 20:19:42,100.0
153,-1,-1,75,75,9:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106409,3,,,,,,118,,,,,12807,2022-10-06 20:20:05,91.66666666666667
154,-1,-1,100,100,3:52,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106347,1,,,,,,56,,,,,12805,2022-10-06 20:23:41,100.0
155,-1,-1,100,100,4:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106446,2,,,,,,155,,,,,12807,2022-10-06 20:24:20,100.0
156,-1,-1,100,100,1:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106514,2,,,,,,223,,,,,12805,2022-10-06 20:24:51,100.0
157,-1,-1,100,100,6:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106443,2,,,,,,152,,,,,12807,2022-10-06 20:31:11,100.0
158,-1,-1,100,100,9:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106440,3,,,,,,149,,,,,12807,2022-10-06 20:40:13,100.0
159,-1,-1,100,100,1:4,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106409,3,,,,,,118,,,,,12805,2022-10-06 20:42:25,95.83333333333333
160,-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106504,2,,,,,,213,,,,,12805,2022-10-06 20:43:00,100.0
161,-1,-1,100,75,9:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106353,1,,,,,,62,,,,,12807,2022-10-06 20:49:45,91.66666666666667
162,-1,-1,100,100,9:32,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106327,1,,,,,,36,,,,,12805,2022-10-06 20:52:33,87.5
163,-1,-1,100,100,1:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106392,3,,,,,,101,,,,,12805,2022-10-06 20:54:27,98.33333333333333
164,-1,-1,100,100,2:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106413,3,,,,,,122,,,,,12805,2022-10-06 20:56:48,95.83333333333333
165,-1,-1,100,100,6:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106460,2,,,,,,169,,,,,12805,2022-10-06 21:02:57,98.33333333333333
166,-1,-1,100,100,1:9,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106352,1,,,,,,61,,,,,12805,2022-10-06 21:04:08,95.83333333333333
167,-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106501,2,,,,,,210,,,,,12805,2022-10-06 21:04:48,100.0
168,-1,-1,100,100,2:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106317,1,,,,,,26,,,,,12805,2022-10-06 21:07:16,100.0
169,-1,-1,100,100,1:24,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106396,3,,,,,,105,,,,,12805,2022-10-06 21:08:41,91.66666666666667
170,-1,-1,100,100,1:37,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106422,3,,,,,,131,,,,,12805,2022-10-06 21:10:20,91.66666666666667
171,-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106485,2,,,,,,194,,,,,12805,2022-10-06 21:10:47,100.0
172,The zodiac sign is not mentioned,-1,100,100,11:10,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106365,1,,,,,,74,,,,,12805,2022-10-06 21:21:59,95.83333333333333
173,-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106445,2,,,,,,154,,,,,12805,2022-10-06 21:22:36,100.0
174,-1,-1,100,100,1:34,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106294,1,,,,,,3,,,,,12805,2022-10-06 21:24:12,95.83333333333333
175,-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106386,3,,,,,,95,,,,,12805,2022-10-06 21:25:55,91.66666666666667
176,-1,-1,100,100,1:15,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106368,3,,,,,,77,,,,,12805,2022-10-06 21:27:12,91.66666666666667
177,-1,-1,100,100,1:45,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106334,1,,,,,,43,,,,,12805,2022-10-06 21:29:27,95.83333333333333
178,-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106516,2,,,,,,225,,,,,12805,2022-10-06 21:30:07,100.0
179,-1,-1,100,100,2:35,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106416,3,,,,,,125,,,,,12805,2022-10-06 21:32:44,95.83333333333333
180,-1,-1,100,100,2:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106314,1,,,,,,23,,,,,12805,2022-10-06 21:35:36,100.0
181,-1,-1,100,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106456,2,,,,,,165,,,,,12805,2022-10-06 21:36:57,100.0
182,-1,-1,100,100,2:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106478,2,,,,,,187,,,,,12805,2022-10-06 21:39:15,100.0
183,-1,-1,100,100,3:5,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106400,3,,,,,,109,,,,,12805,2022-10-06 21:42:22,91.66666666666667
184,-1,-1,100,100,2:38,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106355,1,,,,,,64,,,,,12805,2022-10-06 21:45:12,95.83333333333333
185,-1,-1,100,100,0:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106390,3,,,,,,99,,,,,12805,2022-10-06 21:46:03,100.0
186,-1,-1,100,100,1:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106470,2,,,,,,179,,,,,12805,2022-10-06 21:47:19,100.0
187,The zodiac sign is not addressed in the horoscope,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106361,1,,,,,,70,,,,,12805,2022-10-06 21:49:07,95.83333333333333
188,-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106458,2,,,,,,167,,,,,12805,2022-10-06 21:49:36,95.83333333333333
189,-1,-1,75,100,3:46,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106419,3,,,,,,128,,,,,12805,2022-10-06 22:01:48,83.33333333333333
190,-1,-1,100,100,3:9,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106330,1,,,,,,39,,,,,12805,2022-10-06 22:17:48,91.66666666666667
191,-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106332,1,,,,,,41,,,,,12805,2022-10-06 22:19:34,95.83333333333333
192,-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106369,3,,,,,,78,,,,,12805,2022-10-06 22:20:40,91.66666666666667
193,-1,-1,100,100,0:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106515,2,,,,,,224,,,,,12805,2022-10-06 22:21:17,100.0
194,-1,-1,75,100,1:41,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106324,1,,,,,,33,,,,,12805,2022-10-06 22:23:04,87.5
195,-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106477,2,,,,,,186,,,,,12805,2022-10-06 22:23:57,100.0
196,-1,-1,100,100,4:6,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106435,3,,,,,,144,,,,,12805,2022-10-06 22:28:04,95.83333333333333
197,-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106399,3,,,,,,108,,,,,12805,2022-10-06 22:28:52,100.0
198,-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106448,2,,,,,,157,,,,,12805,2022-10-06 22:29:25,100.0
199,-1,-1,100,100,0:50,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12805,2022-10-06 22:30:30,95.83333333333333
200,-1,-1,100,100,2:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106339,1,,,,,,48,,,,,12805,2022-10-06 22:32:50,100.0
201,-1,-1,100,100,2:45,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106425,3,,,,,,134,,,,,12805,2022-10-06 22:35:37,91.66666666666667
202,-1,-1,100,100,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106471,2,,,,,,180,,,,,12805,2022-10-06 22:36:36,100.0
203,-1,-1,100,100,2:0,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106373,3,,,,,,82,,,,,12805,2022-10-06 22:38:37,91.66666666666667
204,-1,-1,100,100,0:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106480,2,,,,,,189,,,,,12805,2022-10-06 22:39:17,100.0
205,-1,-1,75,100,4:43,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106295,1,,,,,,4,,,,,12805,2022-10-06 22:44:08,87.5
206,-1,-1,100,100,0:52,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106436,3,,,,,,145,,,,,12805,2022-10-06 22:45:02,91.66666666666667
207,-1,-1,100,100,12:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106491,2,,,,,,200,,,,,12805,2022-10-06 22:57:08,100.0
208,-1,-1,100,75,1:18,0,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106325,1,,,,,,34,,,,,12805,2022-10-06 22:58:43,90.0
209,-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106447,2,,,,,,156,,,,,12805,2022-10-06 22:59:37,100.0
210,-1,-1,75,100,1:56,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106344,1,,,,,,53,,,,,12805,2022-10-06 23:01:34,91.66666666666667
211,Wrong zodiac sign is explored,-1,75,100,2:38,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106404,3,,,,,,113,,,,,12805,2022-10-06 23:04:14,79.16666666666667
212,Thema verfehlt. Es  sollte work sein,-1,75,75,17:2,1,-1,-1,-1,-1,-1,-1,-1,0,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106302,1,,,,,,11,,,,,12806,2022-10-07 17:45:11,70.83333333333333
213,Gut formuliert;  dem Thema entsprechend eine passende Wortwahl genutzt,-1,100,100,10:5,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106483,2,,,,,,192,,,,,12806,2022-10-07 17:55:17,95.83333333333333
214,Wiederholung: when to go on dates and where to go on dates Text ist geteilt&comma; nur der 2. Teil betrifft das geforderte Sternzeichen (Taurus). Der 1. Teil zu aries,-1,100,50,18:57,1,-1,-1,-1,-1,-1,-1,-1,50,50,100,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106415,3,,,,,,124,,,,,12806,2022-10-07 18:14:21,66.66666666666667
215,-1,-1,75,75,12:40,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106354,1,,,,,,63,,,,,12806,2022-10-07 18:27:02,87.5
216,-1,-1,100,75,8:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106453,2,,,,,,162,,,,,12806,2022-10-07 18:35:58,79.0
217,Aussageabsicht des Textes nicht gut nachvollziehbar. Teilweise zu lange Sätze.  Es wird mehrfach versch. Sternenkonstellationen (neben dem&comma; das bei  „Input“ steht ) und Planeten genannt&comma;  die das Textverständnis erschweren bis hin zu irritieren,-1,50,50,22:49,0,-1,-1,-1,-1,-1,-1,-1,75,50,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106315,1,,,,,,24,,,,,12806,2022-10-07 18:58:49,69.16666666666667
218,Durch Verweise auf andere Sternenkonstellationen  u. Sternzeichen unübersichtlich,-1,75,50,11:37,0,-1,-1,-1,-1,-1,-1,-1,50,50,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106381,3,,,,,,90,,,,,12806,2022-10-07 19:10:27,61.666666666666664
219,Thema des Textes eher soziales Umfeld,-1,75,75,11:33,0,-1,-1,-1,-1,-1,-1,-1,25,75,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106378,3,,,,,,87,,,,,12806,2022-10-07 19:22:02,70.0
220,Es werden eigentlich fast nur Sonntag und Montag thematisiert.Gute Wortwahl und gut formuliert,-1,75,100,23:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106343,1,,,,,,52,,,,,12806,2022-10-07 19:45:12,95.83333333333333
221,-1,-1,100,75,11:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106442,2,,,,,,151,,,,,12806,2022-10-07 19:56:35,95.83333333333333
222,Thema wäre eher Freizeit ,-1,100,75,12:4,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106362,1,,,,,,71,,,,,12806,2022-10-07 20:08:41,83.33333333333333
223,-1,-1,100,100,0:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106472,2,,,,,,181,,,,,12805,2022-10-07 20:19:12,100.0
224,Mit Überschrift,-1,100,75,7:6,1,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12806,2022-10-07 20:21:19,87.5
225,-1,-1,100,100,3:42,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12805,2022-10-07 20:22:56,95.83333333333333
226,Gute Wortwahl,-1,100,100,6:31,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106506,2,,,,,,215,,,,,12806,2022-10-07 20:28:09,100.0
227,-1,-1,100,100,7:36,1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106326,1,,,,,,35,,,,,12805,2022-10-07 20:30:34,83.33333333333333
228,-1,-1,100,75,7:48,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106468,2,,,,,,177,,,,,12806,2022-10-07 20:35:58,94.16666666666667
229,The text reads more like a fortune telling than astrology,-1,100,100,4:19,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106426,3,,,,,,135,,,,,12805,2022-10-07 20:41:28,95.83333333333333
230,-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106455,2,,,,,,164,,,,,12805,2022-10-07 20:42:20,100.0
231,Kommentierende Instanz bezeichnet sich als „I“,-1,75,75,6:23,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106426,3,,,,,,135,,,,,12806,2022-10-07 20:42:28,90.0
