turn,comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,story_hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating,model
102,,,20.0,100.0,0.0,11:34,0,,75.0,60.0,20.0,75.0,75.0,,,100.0,50,100.0,,100.0,100.0,,-1,-1,1. Aussage verändert2. Ausdruck unnatürlich3. Kohärenz&comma; impliziter Fehler4. Unpassende Klammer,1. &quot;Es gebe kaum eine zivile Haftung für Unternehmen. &quot; / &quot;Das geplante Lieferkettengesetz&comma; das Menschenrechte und Umweltvorgaben einhält&comma; soll weltweit Standards setzen. &quot;  2. &quot;(...) und die Ausbeutung von Kindern und Ausbeutung in Entwicklungsländern reduzieren. &quot; 3. &quot;Nach Informationen von Heil Mitte März soll dieser im Kabinett verabschiedet werden. &quot; 4. &quot;(&quot;Das Lieferkettengesetz ist ein Gesetz mit Zähnen.&quot;)&quot;,,,,,106720,2,,,,,,e8323d7273bec0d00d307d08a99c01bb,,0,5.748.586.106.300.350,26.869.598.865.509.000,89491,2022-09-30 18:29:43,67.3076923076923,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,75.0,4:43,0,,100.0,70.0,80.0,100.0,75.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Information fehlt2. Tempus verändert,1. &quot;Brady hat in der Geschichte der NFL mehr Titel gewonnen als jede Mannschaft in der National Football League.&quot; 2. &quot;In den Playoffs klagt der 25-Jährige bereits über Beschwerden.&quot;,,,,,106814,4,,,,,,4a60efeb3b05ffbed1c3a32486f200e1,,0,3.789.692.425.727.840,2.639.401.865.005.490,89491,2022-09-30 18:34:26,89.23076923076923,Maskito v0.3.0b_RAW
102,,,70.0,100.0,100.0,3:7,0,,75.0,80.0,90.0,100.0,100.0,,,90.0,100,,,100.0,100.0,,-1,-1,1. Kohärenz&comma; Grammatik,1. &quot;Am Sonntag spielt er im Achtelfinale beim an Nummer 18 gesetzten Bulgaren Grigor Dimitrow.&quot;,,,,,106692,2,,,,,,f861cc3ca1656f1c3996eeb425448ba1,,0,13.846.942.663.192.700,67.721.052.169.799.800,89491,2022-09-30 18:37:34,92.08333333333333,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,75.0,4:53,1,,75.0,90.0,60.0,75.0,75.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,1. Aussage anders2. Kohärenz3. Impliziter Fehler,1. &quot;Bei seinem Radunfall ist Fernando Alonso am Oberkiefer getroffen worden. &quot; 2. &quot;Bereits in einer Klinik in der Schweiz wurde der zweimalige Formel-1-Weltmeister operiert. &quot; 3. &quot;Am Donnerstag waren auf dem Rennrad ein Auto und der 39 Jahre alte Spanier kollidiert. &quot;,,,,,106773,3,,,,,,3cc8e3e3a34da9fc5b653ca06235f4db,,0,47.329.553.842.544.500,339.136.106.967.926,89491,2022-09-30 23:40:03,83.46153846153847,Maskito v0.3.0_RAW
102,,,60.0,100.0,100.0,3:47,1,,75.0,90.0,80.0,75.0,75.0,,,80.0,75,,,100.0,100.0,,-1,-1,1. Impliziter Fehler2. Unpassendes Satzzeichen&comma; Kohärenz,1. &quot;Die Nachwuchsspielerin der TSG Hoffenheim wurde am Freitag von Bundestrainerin Martina Voss-Tecklenburg für die Partien gegen Belgien am 21. Februar (18.00 Uhr) in Aachen und die Niederlande am 24. Februar (18.30 Uhr) in Venlo abgesagt. &quot;  2. &quot;Voss-Tecklenburg nominierte für die 20-jährige Angreiferin Krumbiegels Club-Kollegin Maximiliane Rall: weiter. &quot;,,,,,106635,1,,,,,,6ffec829d9824f25f7f8567037955a0e,,0,2.826.689.386.367.790,18.631.537.914.276.100,89491,2022-09-30 23:43:56,84.16666666666667,Maskito v0.3.0_HYBRID
102,,,50.0,100.0,100.0,3:1,1,,100.0,40.0,90.0,75.0,75.0,,,100.0,75,,,100.0,100.0,,-1,-1,1. Impliziter Fehler,1. &quot;Für Einreisen aus anderen sogenannten Virusmutationsgebieten wie Portugal und Großbritannien werde man sich wohl im Großen und Ganzen an den Regelungen orientieren&comma; hieß es. &quot;,,,,,106830,4,,,,,,9ec7add43a9f0c4e1624f3de7c60b199,,0,4.577.287.793.159.480,34.672.765.016.555.700,89491,2022-09-30 23:46:58,83.75,Maskito v0.3.0b_RAW
102,,,40.0,100.0,75.0,3:59,1,,100.0,30.0,80.0,75.0,75.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,1. Witziger impliziter Fehler,1. &quot;Der schwächelnden Schalker Offensive fehlt zudem weiter eine Stütze im Mark Uth. &quot; ,,,,,106651,1,,,,,,24f62a4ad32fd9360d9a8419f65d2b85,,0,3.647.621.941.566.460,17.987.725.257.873.500,89491,2022-09-30 23:51:04,80.76923076923077,Maskito v0.3.0_HYBRID
102,,,30.0,100.0,100.0,1:42,0,,100.0,30.0,100.0,100.0,100.0,,,100.0,100,,,100.0,100.0,,-1,-1,Sehr viel Ähnlichkeit zum Input,-1,,,,,106730,2,,,,,,96fed728c6addf3e24c7f00aa48b8a92,,0,31.401.383.638.381.900,1.929.274.845.123.290,89491,2022-09-30 23:52:46,88.33333333333333,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,50.0,27:44,1,,75.0,70.0,80.0,100.0,100.0,,,60.0,50,100.0,,100.0,100.0,,viele Umstellungen,-1,viele sprachliche Fehler,Der Nicht erhoben hatte Kantar&comma; in welchen Branchen sie tätig sind. ,,,,,106689,2,,,,,,ef93d2d083f8e0a353f037f2f77988bd,,1,8.985.754.919.052.120,38.596.102.237.701.400,70828,2022-10-02 15:03:33,80.38461538461539,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,100.0,6:40,1,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106792,4,,,,,,f3f186fb3f655199de0e7c021e411832,,0,21.328.835.248.947.100,15.710.612.058.639.500,70828,2022-10-02 15:10:14,95.38461538461539,Maskito v0.3.0b_RAW
102,,,60.0,100.0,75.0,33:53,1,,75.0,50.0,90.0,100.0,100.0,,,70.0,75,100.0,,100.0,100.0,,-1,-1,zu wenig Umstellungen,-1,,,,,106738,3,,,,,,5fefa7d90b72ab1672f19160f7116b68,,3,1.640.168.538.093.560,11.310.784.673.690.700,70828,2022-10-02 15:44:09,84.23076923076923,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,12:30,1,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106680,1,,,,,,9e76017ca9f4a76a1d8b7fe17dae79ed,,0,3.645.964.956.283.560,23.905.769.109.725.900,70828,2022-10-02 15:56:40,96.15384615384616,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,75.0,5:17,1,,100.0,70.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,viele Umstellungen,-1,sprachliche Fehler,Im Fußball-Zweitligisten 1. FC Heidenheim,,,,,106681,1,,,,,,7f5d0a455e8da52b29d3d85bc1e3162d,,0,22.730.353.832.244.800,13.374.791.622.161.800,70828,2022-10-02 19:38:21,91.92307692307692,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,100.0,17:0,1,,100.0,70.0,90.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106718,2,,,,,,4d93edaf1241aa0010e0cb728555bfb4,,0,30.276.148.557.662.900,13.997.129.678.726.100,70828,2022-10-02 19:55:21,92.6923076923077,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,9:2,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,ein Grammatik Fehler,Zu erreichen sei das &quot;nur mit außergewöhnlichen Spielern&comma; einer echten Mannschaft und einem großartigen Trainer zu erreichen,,,,,106766,3,,,,,,fbc48ab7aeea6d17f531e5e99f35fb1c,,0,408.912.832.736.969,23.394.179.105.758.600,70828,2022-10-02 20:04:24,92.6923076923077,Maskito v0.3.0_RAW
102,,,70.0,100.0,100.0,13:5,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,Zeichensetzungsfehler,klären.&quot;&quot; ,,,,,106783,4,,,,,,8f10407cf087c6e96d5cbaf47a396d12,,0,670.786.554.813.385,4.947.136.640.548.700,70828,2022-10-02 20:17:30,94.61538461538461,Maskito v0.3.0b_RAW
102,,,70.0,100.0,75.0,20:15,0,,100.0,70.0,90.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,Ausdruck Fehler,Input: In einigen afrikanischen Regionen sind ganze Dörfer auf das Geld der im Ausland Arbeitenden angewiesen  Output: Einige afrikanische Regionen haben ganze Dörfer auf Geld für die im Ausland Arbeitenden angewiesen. ,,,,,106659,1,,,,,,7b2983c5dbca0ee463dd770b04b42485,,0,4.290.257.430.076.590,22.885.510.444.641.100,70828,2022-10-02 20:37:46,90.76923076923077,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,75.0,12:7,0,,100.0,70.0,90.0,100.0,100.0,,,90.0,100,80.0,,100.0,100.0,,viele Umstellungen,-1,Ausdruck Fehler,Nach Platz sieben im gemischten Doppel will die Sächsin Herrmann sich zu Beginn steigern,,,,,106686,2,,,,,,8150814ba14ac03a574d365166ef3e4f,,1,3.656.968.402.862.540,181.390.118.598.938,70828,2022-10-02 20:49:55,90.38461538461539,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,25:53,0,,100.0,70.0,90.0,100.0,75.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,Ausdruck Fehler,Input:Nach seinem siebten Super-Bowl-Triumph wird sich Star-Quarterback Tom Brady einem kleinen Eingriff am linken Knie unterziehen. Output: Star-Quarterback Tom Brady wird nach seinem siebten Super-Bowl-Sieg einem kleinen Eingriff am linken Knie unterzogen,,,,,106814,4,,,,,,4a60efeb3b05ffbed1c3a32486f200e1,,0,3.789.692.425.727.840,2.639.401.865.005.490,70828,2022-10-02 21:15:49,90.76923076923077,Maskito v0.3.0b_RAW
102,,,70.0,100.0,75.0,18:49,0,,75.0,70.0,100.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,sprachliche Fehler,Input: Ihm ging es nun darum&comma; &quot;dass ich noch mal aktiver werde&comma; dass ich noch mehr probiere&comma; dass ich bestimme&comma; was da runter passiert und nicht der Berg. Ich glaube&comma; das ist mir ganz gut gelungen&quot;&comma; sagte er  Output: Es ging nun an ihm&comma; &quot;dass ich noch mal aktiver werde&comma; dass ich noch mehr probiere&comma; dass ich bestimme&comma; was da runter passiert und nicht der Berg. Ich glaube&comma; das ist mir ganz gut gelungen&quot;&comma; sagte er. ,,,,,106740,3,,,,,,a960dbaf9b0e0aacf1f30cd4960b81e0,,1,7.041.844.177.246.090,5.166.524.410.247.800,70828,2022-10-02 21:34:39,90.0,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,43:56,0,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106767,3,,,,,,3f6b57b7df32e9dcd40c9bf952b249f3,,0,44.152.329.444.885.200,25.466.368.675.231.900,70828,2022-10-02 22:18:36,96.15384615384616,Maskito v0.3.0_RAW
102,,,70.0,100.0,75.0,25:12,0,,75.0,70.0,80.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,viele Umstellungen,-1,Ausdruck Fehler,Input: Sie springt ein&comma; wenn der Darlehensnehmer arbeitsunfähig oder arbeitslos wird oder stirbt.  Output:  Ist der Darlehensnehmer arbeitsunfähig oder arbeitslos&comma; stirbt oder wird er eingestellt. ,,,,,106715,2,,,,,,7ad95a055bcd5ad109add811886627a1,,0,3.313.692.092.895.500,1.671.240.758.895.870,70828,2022-10-02 22:43:49,89.23076923076923,Maskito v0.3.0b_HYBRID
102,,,80.0,100.0,100.0,2:16,0,,100.0,80.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106824,4,,,,,,42aeaa6168249a0e4f8e9d37957b0dde,,0,20.129.783.153.533.900,13.147.187.948.226.900,70828,2022-10-02 22:46:07,96.92307692307692,Maskito v0.3.0b_RAW
102,,,70.0,100.0,75.0,9:23,0,,100.0,70.0,100.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,sprachliche Fehler,Input: Derzeit sind 226 Athletinnen und Athleten für die Sommerspiele qualifiziert.  Output: Für die Sommerspiele stehen derzeit 226 Athleten qualifiziert. ,,,,,106646,1,,,,,,0d26868552e7ac29269ec535a72a5941,,0,3.431.642.389.297.480,16.877.607.345.581.000,70828,2022-10-02 22:55:31,91.92307692307692,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,100.0,4:4,0,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106730,2,,,,,,96fed728c6addf3e24c7f00aa48b8a92,,0,31.401.383.638.381.900,1.929.274.845.123.290,70828,2022-10-02 22:59:36,96.15384615384616,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,7:43,0,,100.0,70.0,100.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,sprachliche Fehler,Auch wenn die Testreihen nicht abgeschlossen sind und es auch keinen Antrag auf Zulassung in der EU gestellt wurde&comma; werden Daten und Ergebnisse laufend geprüft. ,,,,,106747,3,,,,,,e696b41c52e38dfbe9c8b596cd71ca18,,0,5.232.189.226.150.510,3.687.927.722.930.900,70828,2022-10-02 23:07:20,91.92307692307692,Maskito v0.3.0_RAW
102,,,20.0,100.0,100.0,6:30,1,,100.0,90.0,20.0,75.0,75.0,,,90.0,50,,,100.0,100.0,,-1,-1,1. Nicht ganz eindeutig ob der bisher vorgeschriebene PCR Test und der&comma; der nun festgelegt wurde die gleichen Bedingungen erfüllt (48 Std. vorher zu machen)2. Missverständlich&comma; impliziter Fehler3. Aus Plural wurde Singular,1. &quot;Nun muss der bisher bereits vorgeschriebene PCR-Test bereits vor der Einreise nach Deutschland absolviert werden&comma; er darf maximal 48 Stunden alt sein. &quot; 2. &quot;Am Prozedere unmittelbar vor der WM ändere sich für das Team der Österreicher nichts&comma; bestätigte Mario Stecher&comma; der Sportliche Leiter&comma; der Nachrichtenagentur APA. &quot; 3. &quot;Der Titelkampf im Allgäu startet am 23. Februar und dauert bis 7. März.&quot; ,,,,,106772,3,,,,,,07a4766b65d7e1de207ff76bb0a4559e,,0,17.129.509.449.005.100,11.417.928.695.678.700,89491,2022-10-03 08:56:22,76.66666666666667,Maskito v0.3.0_RAW
102,,,40.0,100.0,25.0,9:45,1,,75.0,60.0,60.0,100.0,100.0,,,100.0,100,,,100.0,100.0,,-1,-1,1. Das &quot;getrennt&quot; wird nicht ganz klar2. Ausdruck,1. &quot;Beide Prozesse waren zum Schutz der Opfer weitgehend unter Ausschluss der Öffentlichkeit geführt und getrennt worden. &quot;  2. &quot;Der Tatort für den älteren Mann war eine Wohnung in Hannover. &quot; / &quot;Im Frühjahr werden die Urteile im Hauptverfahren gegen den 27-jährigen IT-Techniker&comma; Hauptangeklagten&comma; seine Mutter und andere Angeklagte erwartet.&quot;,,,,,106668,1,,,,,,5229d7b8ee9e431d8e1a3b3c9302f91e,,0,3.267.967.700.958.250,1.640.617.299.079.890,89491,2022-10-03 09:06:08,80.0,Maskito v0.3.0_HYBRID
102,,,30.0,100.0,50.0,6:28,1,,75.0,50.0,60.0,100.0,75.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck2. KohärenzEin Zeichensetzungsfehler,1. &quot;Wenig später kritisierte der Kreml&comma; Lawrows Worte seien von einigen Medien verkürzt widersprochen worden.&quot; / &quot;Der Kremlsprecher Dmitri Peskow sagte Reportern&comma; es sei &quot;ein großer Fehler&quot; gewesen&comma; die Aussagen ohne Kontext zu veröffentlichen. &quot; 2. &quot;Auf Solowjows Frage&comma; ob man auf einen Bruch mit Brüssel zusteuere&comma; antwortete der russische Außenminister nun&comma; dass Europa erneut Sanktionen verhängen werde&comma; &quot;die ein Risiko für unsere Wirtschaft darstellen (...)&comma; dann ja&quot;.&quot;,,,,,106713,2,,,,,,8179f463434e201811af7759f3b18e42,,0,4.209.118.294.715.880,21.101.475.477.218.600,89491,2022-10-03 09:12:53,79.23076923076923,Maskito v0.3.0b_HYBRID
102,,,50.0,100.0,75.0,6:27,1,,75.0,70.0,80.0,50.0,75.0,,,100.0,75,70.0,,100.0,100.0,,-1,-1,1. Dopplung Zitat aber einmal nicht als Zitat gekennzeichnet2. Impliziter FehlerDoppelte Anführungszeichen,1. &quot;Ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur ist uns damit gelungen.&quot;Alles in allem ist uns damit ein rundum stimmiges Gesamtpaket zum Erhalt der deutschen Luftverkehrsinfrastruktur gelungen.&quot;&quot; 2. &quot;Der Bund hilft etwa zwölf wichtigen Flughäfen einmalig mit Zuschüssen&comma; an denen er nicht selbst beteiligt ist&comma; heißt es in dem Paket.&quot;,,,,,106758,3,,,,,,a66bf539a85fc84e05c3b42b255bf3f1,,0,3.500.707.769.393.920,20.423.800.706.863.400,89491,2022-10-03 09:19:21,78.46153846153847,Maskito v0.3.0_RAW
102,,,20.0,100.0,75.0,5:55,0,,75.0,100.0,50.0,50.0,50.0,,,90.0,75,,,100.0,100.0,,-1,-1,1. Impliziter Fehler2. Kohärenz und Aussage3. Grammatik,1. &quot;Bundestrainerin Martina Voss-Tecklenburg sagte die Nachwuchsspielerin der TSG Hoffenheim am Freitag für die Partien gegen Belgien am 21. Februar&comma; 18.00 Uhr&comma; in Aachen und die Niederlande am 24. Februar&comma; 18.30 Uhr&comma; in Venlo ab. &quot; 2. &quot;Voss-Tecklenburg nominierte eine 20-jährige Angreiferin. Krumbiegels Club-Kollegin Maximiliane Rall mit nach. &quot; 3. &quot;Am Montag kommt das DFB-Team zu einem Vorbereitungslehrgang zu den beiden Spielen in Düsseldorf.&quot;,,,,,106785,4,,,,,,8492bd600292180f312369a93b8770b3,,0,341.657.977.104.187,26.706.287.622.451.700,89491,2022-10-03 09:25:16,73.75,Maskito v0.3.0b_RAW
102,,,10.0,75.0,50.0,11:32,0,,50.0,80.0,50.0,0.0,0.0,,,70.0,75,100.0,,100.0,100.0,,-1,-1,1. Expliziter Fehler2. Grammatik3. Kohärenz und Grammatik4. Kohärenz und Ausdruck5. Ausdruck6. Impliziter Fehler,1. &quot;(...) 2000er-Kulturdenkmäler  (...)&quot; 2. &quot;Die Gedanken an seine Zerstörung (...)&quot;  3. &quot;(...) sagt Salih&comma; der 2016 und seine Familie aus Palmyra flüchten (...)&quot; 4. &quot;So sollen vor allem die Kinder erinnert werden an die frühe Geschichte Syriens&comma; die die Oasenstadt nicht mit eigenen Augen sehen konnten.&quot; 5. &quot;Der Ort war vor dem Beginn des Bürgerkrieges im März 2011 eine beliebte Zielgruppe für Archäologen und Touristen. &quot; 6. &quot;Als die IS-Dschihadisten den Ort 2015 einnahmen&comma; begannen sie wenige Monate später&comma; die Kulturdenkmäler zu zerstören&comma; weil sie darin Bauten von &quot;Ungläubigen&quot; sahen – nicht nur sie erlebten einen Schock. &quot;,,,,,106695,2,,,,,,70ca8a3fd170d1a5a1b0bf6f2771eee7,,0,47.664.578.914.642.300,25.224.218.130.111.600,89491,2022-10-03 09:36:50,58.46153846153846,Maskito v0.3.0b_HYBRID
102,,,50.0,100.0,75.0,4:21,0,,100.0,70.0,80.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. Grammatik2. EIn Schrägstrich taucht aus dem Nichts auf&comma; zudem wurde aus Singular Plural,1. &quot;Marco Pezzaiuoli verlässt seinen Posten als Technischer Direktor zum Fußball-Bundesligisten Eintracht Frankfurt. &quot; 2. &quot;(...)Erstliga-Clubs Bengaluru/ FC (...)&quot;,,,,,106754,3,,,,,,9aa62ce1ceee90778b5ba80dd11c0108,,0,28.194.340.229.034.400,191.823.570.728.302,89491,2022-10-03 09:41:15,88.84615384615384,Maskito v0.3.0_RAW
102,,,80.0,100.0,75.0,2:1,0,,100.0,90.0,90.0,100.0,100.0,,,90.0,100,,,100.0,100.0,,-1,-1,1. Grammatik,1. &quot;(...)früher drankämen als die bisherigen Einteilungen der Impfgruppen. &quot;,,,,,106824,4,,,,,,42aeaa6168249a0e4f8e9d37957b0dde,,0,20.129.783.153.533.900,13.147.187.948.226.900,89491,2022-10-03 09:43:18,93.75,Maskito v0.3.0b_RAW
102,,,80.0,100.0,75.0,2:24,0,,100.0,80.0,90.0,100.0,100.0,,,90.0,100,,,100.0,100.0,,-1,-1,1. Ausdruck / Grammatik,1. &quot;(...)Verpflichtung von Lastwagenfahrern&comma; einen negativen Coronatest vorzuweisen.&quot;,,,,,106680,1,,,,,,9e76017ca9f4a76a1d8b7fe17dae79ed,,0,3.645.964.956.283.560,23.905.769.109.725.900,89491,2022-10-03 09:45:42,92.91666666666667,Maskito v0.3.0_HYBRID
102,,,40.0,100.0,50.0,7:32,0,,100.0,80.0,70.0,100.0,50.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. Aus &quot;deutschen Ski-Assen&quot; wird &quot;das Team um Thomas&quot;2. Jocher wird weggelassen3. Klammern tauchen ohne Grund auf4. Tempus verändert Aussage,1. &quot;Mit einer soliden ersten Abfahrt hat sich das Team um Rückkehrer Thomas Dreßen auf das WM-Wochenende und die Königsdisziplin am Sonntag eingestimmt. &quot; 2. &quot;Weil zum Beispiel der Trainingsbeste Dominik Paris als Zweitschnellster ein oder mehrere Tore ausließ&comma; haben diese begrenzte Aussagekraft.&quot;  3. &quot;(&quot;Ich weiß&comma; dass zeitenmäßig noch einiges drin ist. Das war sicher nicht das Ende der Fahnenstange.&quot;) &quot; 4. &quot;(...)sei er fit gewesen für das Rennen am Sonntag (...)&quot;,,,,,106790,4,,,,,,c1394d2da7ccc7a0dbfc0a1c2236a5e5,,1,6.822.352.004.051.200,4.939.288.067.817.680,89491,2022-10-03 09:53:15,82.3076923076923,Maskito v0.3.0b_RAW
102,,,30.0,100.0,75.0,2:41,0,,100.0,80.0,70.0,75.0,75.0,,,80.0,75,,,100.0,100.0,,-1,-1,1. Impliziter Fehler2. Grammatik3. Ausdruck und Grammatik,1. &quot;Die Nachwuchsspielerin der TSG Hoffenheim ist am Freitag von Bundestrainerin Martina Voss-Tecklenburg für die Spiele gegen Belgien am 21. Februar (18.00 Uhr) in Aachen und die Niederlande am 24. Februar (18.30 Uhr) in Venlo abgesagt worden. &quot; 2. &quot;Voss-Tecklenburg nominierte zur 20 Jahre alten Angreiferin Krumbiegels Club-Kollegin Maximiliane Rall neu. &quot; 3. &quot;Am Montag traf sich das DFB-Team zum Vorbereitungslehrgang auf die beiden Partien in Düsseldorf.&quot;,,,,,106735,3,,,,,,3e0a6927686c1a8de5c9d3263c4e0c5d,,0,3.456.380.820.274.350,26.762.010.097.503.600,89491,2022-10-03 09:55:57,80.0,Maskito v0.3.0_RAW
102,,,50.0,100.0,100.0,3:57,1,,100.0,50.0,90.0,100.0,75.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,Vollständigkeit von Informationen: Es wird nicht erwähnt&comma; dass er sich nur aus einem Teil der laufenden Wahlen zurückzieht,Wegen einer Brustkrebserkrankung seiner Frau zieht sich der baden-württembergische Ministerpräsident Winfried Kretschmann (Grüne) aus dem laufenden Wahlkampf für die anstehenden Landtagswahlen Mitte März zurück. ,,,,,106684,2,,,,,,332f93bfe37037e1882bd3a810b6ab3b,,0,14.081.263.542.175.200,578.844.690.322.876,79689,2022-10-03 09:58:15,89.61538461538461,Maskito v0.3.0b_HYBRID
102,,,60.0,100.0,100.0,6:45,1,,100.0,50.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,Sprachliche Unterschiedlichkeit: Die Syntax wurde in allen Sätzen abgeändert&comma; die Wortwahl in nur circa jedem zweiten Satz,-1,,,,,106823,4,,,,,,397c3a3893cc98da062f0463d1573b16,,0,470.474.488.735.199,3.364.536.952.972.410,79689,2022-10-03 17:38:37,93.07692307692308,Maskito v0.3.0b_RAW
102,,,30.0,100.0,75.0,5:46,1,,100.0,30.0,80.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,Ausdruck, Die Neuregelung geht auf eine Initiative Kleins zurück. -> Die Neuregelung stammt aus der Initiative Kleins,,,,,106644,1,,,,,,cdf81cc223614247fe06e8cacbf6970a,,1,2.823.085.904.121.390,14.954.194.068.908.600,79689,2022-10-03 17:44:40,85.0,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,100.0,5:12,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106779,3,,,,,,6606d834558153790f57766989939ac4,,0,5.179.209.089.279.170,3.587.925.720.214.840,79689,2022-10-03 17:49:53,94.61538461538461,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,9:47,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,Ziemlich gut und fehlerfrei!,-1,Ein bisschen mehr sprachlicher Unterschied wäre drin gewesen,-1,,,,,106641,1,,,,,,4c8f18eb351787ba6c4b62e1be3f89ae,,0,4.713.810.586.929.320,3.033.623.695.373.530,53332,2022-10-04 09:00:31,95.38461538461539,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,75.0,12:33,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,Inhalt gut übernommen,-1,Kleinere Grammatikfehler,&quot; [...] wie es im Koalitionsvertrag vereinbart.&quot;,,,,,106767,3,,,,,,3f6b57b7df32e9dcd40c9bf952b249f3,,0,44.152.329.444.885.200,25.466.368.675.231.900,53332,2022-10-04 09:13:06,93.46153846153847,Maskito v0.3.0_RAW
102,,,70.0,100.0,75.0,10:58,1,,100.0,50.0,100.0,100.0,100.0,,,90.0,100,90.0,,100.0,100.0,,Inhalt korrekt übernommen,-1,Etwas wenig Unterschied,-1,,,,,106696,2,,,,,,357237b91de40b3b3a336b06dfb61d0c,,0,29.451.919.555.664.000,12.293.765.306.472.700,53332,2022-10-04 09:24:05,90.38461538461539,Maskito v0.3.0b_HYBRID
102,,,40.0,100.0,75.0,10:29,1,,100.0,50.0,80.0,100.0,100.0,,,80.0,100,80.0,,100.0,100.0,,Inhalt oftmals gut übernommen,-1,1. Wenig Unterschied2. Mehrfach falsch zitiert,-1,,,,,106794,4,,,,,,a74dd64600573108af35de95876652d5,,0,3.581.621.336.936.950,22.597.891.330.718.900,53332,2022-10-04 09:34:35,85.0,Maskito v0.3.0b_RAW
102,,,70.0,100.0,100.0,7:18,0,,100.0,60.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,Inhalt gut übernommen,-1,Etwas mehr Unterschied wäre gut,-1,,,,,106724,2,,,,,,4a07f2d684edc7d19fa8ad6b42325378,,0,16.108.463.525.772.000,825.546.932.220.459,53332,2022-10-04 09:41:54,94.61538461538461,Maskito v0.3.0b_HYBRID
