comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
Die Sätze scheinen nicht wirklich zusammenzuhängen. Die Sätze wirken ein wenig zusammengewürfelt. Das Thema wurde nicht so wirklich getroffen und das Sternzeichen nicht erwähnt. Das das Horoskop für einen Tag gelten soll war nicht rauszuhören,-1,25,100,3:20,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98212,1,,,,,,198,,,,,89491,2022-07-23 20:06:44
Das Sternzeichen oder der Zeitraum wird nicht erwähnt. Der Tonfall hätte ein bisschen wärmer sein können,-1,100,100,22:23,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98336,3,,,,,,322,,,,,89491,2022-07-23 20:29:07
Zeitraum und Sternzeichen wurden nicht erwähnt. Der Text ist sehr schön und flüssig geschrieben. Alles passt gut zusammen,-1,100,100,1:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98108,6,,,,,,94,,,,,89491,2022-07-23 20:30:18
Der erste Satz ist verwirrend formuliert. Es fehlte ein bisschen an Wärme und Zugewandtheit der Worte. Zeitraum und Sternzeichen nicht erwähnt,-1,75,75,2:9,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98275,2,,,,,,261,,,,,89491,2022-07-23 20:32:28
Sehr hübsch formuliert. Der letzte Satz ist sehr lang geworden. Zeitraum und Sternzeichen nicht erwähnt,-1,100,100,2:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98218,1,,,,,,204,,,,,89491,2022-07-23 20:34:38
Der Text wirkt ein bisschen zusammengewürfelt und wiedersprüchlich. Sternzeichen und Zeitraum nicht erwähnt. &#039;Beschleunigte Kommunkation&#039; klingt ein wenig ungewöhnlich,-1,75,75,3:16,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98308,2,,,,,,294,,,,,89491,2022-07-23 20:37:55
Der erste und zweite Satz scheinen sich ein wenig zu wiedersprechen. Zeitraum und Sternzeichen nicht erwähnt,-1,50,100,1:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98318,3,,,,,,304,,,,,89491,2022-07-23 20:39:20
Sternzeichen nicht erwähnt. Schön formuliert. Nur der letzte Satz klang ein bisschen holprig aufgrund der Doppelung von &quot;besser&quot;&comma; ein Synonym an einer Stelle wäre gut gewesen,-1,100,75,42:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98046,5,,,,,,32,,,,,89491,2022-07-23 21:21:48
-1,-1,75,100,1:40,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98110,6,,,,,,96,,,,,70828,2022-07-23 22:32:15
-1,-1,100,100,0:58,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98135,4,,,,,,121,,,,,70828,2022-07-23 22:33:15
-1,-1,100,100,0:26,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98121,6,,,,,,107,,,,,70828,2022-07-23 22:33:42
-1,-1,75,100,0:42,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98289,2,,,,,,275,,,,,70828,2022-07-23 22:34:26
-1,-1,75,100,2:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98335,3,,,,,,321,,,,,70828,2022-07-23 22:36:56
-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98233,1,,,,,,219,,,,,70828,2022-07-23 22:37:31
-1,-1,100,50,1:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98028,5,,,,,,14,,,,,70828,2022-07-23 22:38:47
-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98167,4,,,,,,153,,,,,70828,2022-07-23 22:39:19
-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98222,1,,,,,,208,,,,,70828,2022-07-23 22:40:11
-1,-1,100,100,5:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98130,6,,,,,,116,,,,,70828,2022-07-23 22:45:35
-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98034,5,,,,,,20,,,,,70828,2022-07-23 22:46:02
-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98255,2,,,,,,241,,,,,70828,2022-07-23 22:46:37
-1,-1,100,100,1:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98354,3,,,,,,340,,,,,70828,2022-07-23 22:47:49
-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98349,3,,,,,,335,,,,,70828,2022-07-23 22:48:26
-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98250,1,,,,,,236,,,,,70828,2022-07-23 22:48:50
-1,-1,100,75,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98082,6,,,,,,68,,,,,70828,2022-07-23 22:49:50
-1,-1,75,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98303,2,,,,,,289,,,,,70828,2022-07-23 22:50:46
Sternzeichen erwähnt&comma; Zeitraum nicht. Der erste Satz gehörtin die Thematik Liebe und Beziehung. Der Rest war passend für das Thema,-1,75,100,2:1,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98126,6,,,,,,112,,,,,89491,2022-07-23 22:52:47
Sternzeichen als Überschrift&comma; Zeitraum erwähnt. Guter Tonfall und flüssig lesbar,-1,100,100,1:16,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98192,4,,,,,,178,,,,,89491,2022-07-23 22:54:04
-1,-1,100,100,3:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98067,5,,,,,,53,,,,,70828,2022-07-23 22:54:18
-1,-1,100,100,0:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98148,4,,,,,,134,,,,,70828,2022-07-23 22:54:43
-1,-1,100,100,0:52,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98374,3,,,,,,360,,,,,70828,2022-07-23 22:55:36
Sternzeichen als Überschrift und im Text&comma; Zeitraum nicht erwähnt. Die Thematik &quot;Nicht abheben&quot; würde ich als eine Art &#039;nicht überheblich werden&#039; einschätzen. Der Text handelte jedoch von Trauer und Verlust,-1,100,100,2:27,1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98175,4,,,,,,161,,,,,89491,2022-07-23 22:56:32
-1,-1,100,100,1:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98272,2,,,,,,258,,,,,70828,2022-07-23 22:56:45
Zeitraum und Sternzeichen erwähnt&comma; jedoch recht randomisiert mitten im Satz,-1,75,75,2:35,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98075,6,,,,,,61,,,,,89491,2022-07-23 22:59:07
Zeitraum und Sternzeichen nicht erwähnt. Text sehr schön und flüssig geschrieben,-1,100,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98324,3,,,,,,310,,,,,89491,2022-07-23 23:00:21
Der erste Satz wirkt ein bisschen unnatürlich. Sonst gut formuliert. Sternzeichen und Zeitraum wurden nicht erwähnt,-1,100,75,1:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98206,1,,,,,,192,,,,,89491,2022-07-23 23:01:43
Sternzeichen und Zeitraum nicht erwähnt. Sehr schön formuliert,-1,100,100,2:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98257,2,,,,,,243,,,,,89491,2022-07-23 23:04:12
Sternzeichen und Zeitraum erwähnt. Sehr motivierend und ansprechend formuliert,-1,100,100,1:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98056,5,,,,,,42,,,,,89491,2022-07-23 23:05:47
Der letzte Satz wirkt ein wenig dazugewürfelt. Zeitraum und Sternzeichen werden nicht erwähnt. Venus taucht mit einem Datum(14.4) auf,-1,75,100,3:20,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98366,3,,,,,,352,,,,,89491,2022-07-23 23:09:07
Zeitraum und Sternzeichen werden nicht erwähnt. Sauber formuliert,-1,100,100,0:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98051,5,,,,,,37,,,,,89491,2022-07-23 23:09:48
Die Thematik wirkt ein wenig durchgemischt. Zu den gewünschten Themen Gesundheit und Fitness mischen sich Beziehung und Freundschaften oder ähnliches. Zeitraum und Sternzeichen werden nicht erwähnt,-1,75,100,2:31,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98265,2,,,,,,251,,,,,89491,2022-07-23 23:12:20
Der erste Satz hätte ein bisschen eleganter enden können. Zeitraum und Sternzeichen werden nicht erwähnt. Das Thema ist sehr gut getroffen,-1,100,75,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98231,1,,,,,,217,,,,,89491,2022-07-23 23:14:02
Zeitraum und Sternzeichen wurden nicht erwähnt,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98161,4,,,,,,147,,,,,89491,2022-07-23 23:14:41
-1,-1,100,100,0:43,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98220,1,,,,,,206,,,,,79689,2022-07-24 11:43:18
-1,-1,100,100,2:49,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98361,3,,,,,,347,,,,,79689,2022-07-24 11:46:09
-1,-1,100,100,0:24,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98313,2,,,,,,299,,,,,79689,2022-07-24 11:46:34
-1,-1,100,100,0:29,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98042,5,,,,,,28,,,,,79689,2022-07-24 11:47:04
-1,-1,100,100,1:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98350,3,,,,,,336,,,,,79689,2022-07-24 11:48:59
-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98281,2,,,,,,267,,,,,79689,2022-07-24 11:50:03
-1,-1,100,100,0:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98157,4,,,,,,143,,,,,79689,2022-07-24 11:50:20
-1,-1,100,100,0:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98127,6,,,,,,113,,,,,79689,2022-07-24 11:50:39
-1,-1,100,100,2:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98221,1,,,,,,207,,,,,79689,2022-07-24 11:52:49
-1,-1,100,100,0:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98230,1,,,,,,216,,,,,79689,2022-07-24 11:53:12
-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98335,3,,,,,,321,,,,,79689,2022-07-24 11:53:44
-1,-1,100,100,0:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98145,4,,,,,,131,,,,,79689,2022-07-24 11:54:06
-1,-1,100,100,0:45,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98254,1,,,,,,240,,,,,70828,2022-07-24 11:55:23
-1,-1,100,100,2:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98310,2,,,,,,296,,,,,79689,2022-07-24 11:56:53
-1,-1,100,100,3:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98127,6,,,,,,113,,,,,70828,2022-07-24 11:58:45
-1,-1,100,100,0:32,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98172,4,,,,,,158,,,,,70828,2022-07-24 11:59:18
Verweist explizit auf das Wochenende obwohl es ein Wochenhoroskop ist,-1,100,100,3:59,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98018,5,,,,,,4,,,,,70828,2022-07-24 12:03:18
-1,-1,100,100,2:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98227,1,,,,,,213,,,,,70828,2022-07-24 12:06:14
-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98030,5,,,,,,16,,,,,70828,2022-07-24 12:07:04
-1,-1,100,100,0:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98084,6,,,,,,70,,,,,70828,2022-07-24 12:07:40
-1,-1,100,100,1:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98273,2,,,,,,259,,,,,70828,2022-07-24 12:09:31
-1,-1,100,100,15:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98122,6,,,,,,108,,,,,79689,2022-07-24 12:12:39
-1,-1,75,100,3:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98333,3,,,,,,319,,,,,70828,2022-07-24 12:13:29
-1,-1,100,100,0:52,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98061,5,,,,,,47,,,,,79689,2022-07-24 12:13:32
-1,-1,100,100,0:20,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98252,1,,,,,,238,,,,,79689,2022-07-24 12:13:53
-1,-1,100,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98037,5,,,,,,23,,,,,79689,2022-07-24 12:14:49
-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98119,6,,,,,,105,,,,,79689,2022-07-24 12:15:20
-1,-1,100,100,0:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98298,2,,,,,,284,,,,,79689,2022-07-24 12:15:34
-1,-1,100,100,1:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98367,3,,,,,,353,,,,,79689,2022-07-24 12:17:10
-1,-1,100,100,5:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98190,4,,,,,,176,,,,,70828,2022-07-24 12:18:57
-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98152,4,,,,,,138,,,,,70828,2022-07-24 12:19:24
-1,-1,100,100,3:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98138,4,,,,,,124,,,,,79689,2022-07-24 12:20:38
-1,-1,100,100,0:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98045,5,,,,,,31,,,,,79689,2022-07-24 12:21:08
-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98187,4,,,,,,173,,,,,79689,2022-07-24 12:22:14
-1,-1,100,100,0:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98197,1,,,,,,183,,,,,79689,2022-07-24 12:22:44
-1,-1,100,100,0:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98116,6,,,,,,102,,,,,79689,2022-07-24 12:23:09
-1,-1,100,100,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98264,2,,,,,,250,,,,,79689,2022-07-24 12:24:08
-1,-1,100,100,0:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98358,3,,,,,,344,,,,,79689,2022-07-24 12:24:28
-1,-1,100,100,1:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98156,4,,,,,,142,,,,,79689,2022-07-24 12:25:30
-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98110,6,,,,,,96,,,,,79689,2022-07-24 12:26:03
-1,-1,100,100,0:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98058,5,,,,,,44,,,,,79689,2022-07-24 12:26:29
-1,-1,100,100,0:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98227,1,,,,,,213,,,,,79689,2022-07-24 12:27:15
-1,-1,100,100,0:48,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98374,3,,,,,,360,,,,,79689,2022-07-24 12:28:03
-1,-1,100,100,0:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98255,2,,,,,,241,,,,,79689,2022-07-24 12:28:25
-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98178,4,,,,,,164,,,,,79689,2022-07-24 12:29:03
-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98083,6,,,,,,69,,,,,79689,2022-07-24 12:29:30
-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98207,1,,,,,,193,,,,,79689,2022-07-24 12:30:53
-1,-1,100,100,0:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98034,5,,,,,,20,,,,,79689,2022-07-24 12:31:10
-1,-1,100,100,0:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98274,2,,,,,,260,,,,,79689,2022-07-24 12:31:39
-1,-1,100,100,0:20,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98327,3,,,,,,313,,,,,79689,2022-07-24 12:32:00
-1,-1,100,100,0:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98160,4,,,,,,146,,,,,79689,2022-07-24 12:32:14
-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98229,1,,,,,,215,,,,,79689,2022-07-24 12:32:39
-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98054,5,,,,,,40,,,,,79689,2022-07-24 12:33:17
-1,-1,100,100,0:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98130,6,,,,,,116,,,,,79689,2022-07-24 12:33:57
-1,-1,100,100,0:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98373,3,,,,,,359,,,,,79689,2022-07-24 12:34:38
-1,-1,100,100,1:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98266,2,,,,,,252,,,,,79689,2022-07-24 12:35:58
-1,-1,100,100,5:41,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98152,4,,,,,,138,,,,,79689,2022-07-24 12:41:41
-1,-1,100,100,0:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98030,5,,,,,,16,,,,,79689,2022-07-24 12:42:04
-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98115,6,,,,,,101,,,,,79689,2022-07-24 12:43:02
-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98276,2,,,,,,262,,,,,79689,2022-07-24 12:43:46
-1,-1,75,100,1:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98317,3,,,,,,303,,,,,79689,2022-07-24 12:45:03
-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98244,1,,,,,,230,,,,,79689,2022-07-24 12:45:27
-1,-1,100,100,0:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98190,4,,,,,,176,,,,,79689,2022-07-24 12:45:53
-1,-1,100,100,2:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98293,2,,,,,,279,,,,,79689,2022-07-24 12:48:47
-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98324,3,,,,,,310,,,,,79689,2022-07-24 12:49:26
-1,-1,100,100,1:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98064,5,,,,,,50,,,,,79689,2022-07-24 12:50:32
-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98091,6,,,,,,77,,,,,79689,2022-07-24 12:51:04
-1,-1,100,100,0:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98213,1,,,,,,199,,,,,79689,2022-07-24 12:51:29
-1,-1,100,100,0:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98023,5,,,,,,9,,,,,79689,2022-07-24 12:51:59
-1,-1,100,100,1:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98101,6,,,,,,87,,,,,79689,2022-07-24 12:53:29
-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98204,1,,,,,,190,,,,,79689,2022-07-24 12:54:02
-1,-1,100,100,1:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98369,3,,,,,,355,,,,,79689,2022-07-24 12:55:08
-1,-1,100,100,0:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98158,4,,,,,,144,,,,,79689,2022-07-24 12:55:50
-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98297,2,,,,,,283,,,,,79689,2022-07-24 12:56:14
-1,-1,100,100,0:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98309,2,,,,,,295,,,,,79689,2022-07-24 12:56:45
-1,-1,100,100,0:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98208,1,,,,,,194,,,,,79689,2022-07-24 12:57:01
-1,-1,100,100,0:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,98117,6,,,,,,103,,,,,79689,2022-07-24 12:57:20
